text;emotion;texto;emocao
i feel supportive over chinas copyright violations if only for machiavellian reasons;love;eu me sinto solidário com as violações de direitos autorais da China, mesmo que apenas por razões maquiavélicas;amar
i do feel tia is important to the story;joy;eu sinto que tia é importante para a história;alegria
i had the feeling he didnt and he actually seemed impressed with me or i should say my work and my range of skills;surprise;eu tinha a sensação de que ele não tinha e ele realmente parecia impressionado comigo ou eu deveria dizer meu trabalho e minha gama de habilidades;surpresa
i walk by those temptations i feel disgusted;anger;eu ando por essas tentações eu sinto nojo;raiva
i feel really greedy saying that;anger;eu me sinto muito ganancioso dizendo isso;raiva
when i heard the news of the death of my father it was in the evening and i was alone all night in my room trying to remember the face of my father;sadness;quando ouvi a notícia da morte do meu pai era à noite e fiquei sozinho a noite toda no meu quarto tentando lembrar o rosto do meu pai;tristeza
i feel like that nurse reluctant to know where to start but optimistic that we can do one thing to help;fear;eu me sinto como aquela enfermeira relutante em saber por onde começar, mas otimista de que podemos fazer uma coisa para ajudar;medo
i don t know if i have told this to you but i feel intimidated by how smart you are;fear;eu não sei se eu já disse isso para você, mas eu me sinto intimidado por quão inteligente você é;medo
i didnt feel anything more than casual thoughts like hes a jerk or wow shes psycho;joy;eu não senti nada além de pensamentos casuais como ele é um idiota ou uau ela é psicopata;alegria
im feeling adventurous i get the philips better lemon chicken;joy;estou me sentindo aventureiro, pego o frango com limão da philips;alegria
i feel punished by my parents;sadness;eu me sinto punido por meus pais;tristeza
i made a shocking discovery that made me feel incredibly dumb and to which i of course feel the need to share;sadness;fiz uma descoberta chocante que me fez sentir incrivelmente burra e que, claro, sinto a necessidade de compartilhar;tristeza
i remember wearing the dress feeling fabulous looking fabulous announcing my good news to many friends whilst wearing that dress;joy;eu me lembro de usar o vestido me sentindo fabulosa com uma aparência fabulosa anunciando minhas boas notícias para muitos amigos enquanto usava aquele vestido;alegria
i hurt your feelings or angered you with my last rant im sorry;anger;eu feri seus sentimentos ou te irritei com meu último discurso, me desculpe;raiva
im excited that i got the chance to get away and am now feeling a lot more appreciative of what i thought was just a normal life but realize with a different lens to look through is a pretty darn great one with a lot to be thankful for each and every day;joy;estou animado por ter tido a chance de fugir e agora estou me sentindo muito mais agradecido pelo que eu achava que era apenas uma vida normal, mas percebi que com uma lente diferente para olhar é muito bom, com muito a agradecer por cada um e todos os dias;alegria
i feel so dumb witted because i feel like i dont understand his answers towards me;sadness;eu me sinto tão idiota porque eu sinto que não entendo as respostas dele para mim;tristeza
i feel like ive been fairly successful;joy;eu sinto que tenho sido bastante bem sucedido;alegria
i was feeling extremely shitty physically this morning;sadness;eu estava me sentindo extremamente ruim fisicamente esta manhã;tristeza
i just hate feeling left out and i wanna be a cool kid even though i hate the cool kids;joy;eu odeio me sentir excluído e quero ser um garoto legal mesmo que eu odeie os garotos legais;alegria
i feel even more strongly now that this can be a valuable tool in the classroom;joy;sinto ainda mais fortemente agora que esta pode ser uma ferramenta valiosa na sala de aula;alegria
i also learned that when i feel passionate about what i m writing i can actually be quite good at it;joy;também aprendi que quando me sinto apaixonado pelo que estou escrevendo, posso realmente ser muito bom nisso;alegria
i feel even more disturbed by that than what happened prior to me going to sleep;sadness;eu me sinto ainda mais perturbado por isso do que o que aconteceu antes de eu ir dormir;tristeza
ill feel a little more sympathetic towards them but until that day;love;sinto um pouco mais de simpatia por eles, mas até aquele dia;amar
i no longer had to walk through the alleys of the slowly gentrified ghettos of my city to find one artist with a muffin top who took nude photos to make me feel like my body was acceptable and sadly not unique;joy;já não tinha de andar pelos becos dos guetos lentamente gentrificados da minha cidade para encontrar um artista com um top de muffin que tirava fotos nuas para me fazer sentir como se o meu corpo fosse aceitável e infelizmente não único;alegria
i have feeling this is fake;sadness;eu tenho a sensação de que isso é falso;tristeza
i can feel from here beloved your fragrance;love;eu posso sentir daqui amada sua fragrância;amar
i feel infuriated every time that the christmas season draws near;anger;eu me sinto enfurecido toda vez que a época do natal se aproxima;raiva
i should not have to feel this way in a nerd convention i am a nerd and i should feel accepted and comfortable in that setting;love;eu não deveria ter que me sentir assim em uma convenção de nerds eu sou um nerd e deveria me sentir aceito e confortável nesse ambiente;amar
i feel a little bit chukey and unfortunately for us you like to sing all the inapporpriate words to fergie s glamorous;joy;eu me sinto um pouco chukey e infelizmente para nós você gosta de cantar todas as palavras inapropriadas para o glamour da Fergie;alegria
i feel that if you love cute little things and your budget allows you and you buy this you won t regret buying it as it s just too cute;joy;eu sinto que se você ama coisinhas fofas e seu orçamento permite e você compra isso, você não vai se arrepender de comprá-lo, pois é muito fofo;alegria
i lie in bed or is it a coffin it feels more like a coffin not altogether unpleasant just very still i push my legs together and cross my hands i try not to cry i sink downwards hoping for a prick a poke a tube of fluid a needle of;sadness;deito-me na cama ou é um caixão parece-me mais um caixão não de todo desagradável apenas muito quieto aperto as pernas e cruzo as mãos tento não chorar afundo-me à espera de uma picada uma cutucada um tubo de fluido uma agulha de;tristeza
i am feeling a little intimidated by the riders in central park right now and i dont want to go;fear;estou me sentindo um pouco intimidado pelos pilotos no central park agora e não quero ir;medo
i was once told that while science explains the how religion explains the why and i feel this is the real reason that intelligent design is not and should not be accepted as a scientific theory on the basis of it not actually explaining how something works or how something was created;joy;uma vez me disseram que enquanto a ciência explica como a religião explica o porquê e eu sinto que esta é a verdadeira razão pela qual o design inteligente não é e não deve ser aceito como uma teoria científica com base em não explicar realmente como algo funciona ou como algo foi criado;alegria
i feel threatened by not talking about it;fear;me sinto ameaçado por não falar sobre isso;medo
i now feel that food is to be enjoyed and not abused;sadness;agora sinto que a comida deve ser apreciada e não abusada;tristeza
i feel pretty posted on a href http playhousecomm;joy;eu me sinto muito postado em um http playhousecomm href;alegria
i feel more graceful already;joy;já me sinto mais graciosa;alegria
i know if ive been feeling quite nostalgic these days and have spent a huge amount of time looking back and remembering;love;eu sei se tenho me sentido bastante nostálgico esses dias e passei muito tempo olhando para trás e lembrando;amar
i feel damn agitated during the speech;anger;eu me sinto muito agitado durante o discurso;raiva
i mean its a good level on its own terms but everything before it was so well thought out and executed that doing constant mirror puzzles and topping it off with a crap final boss battle made the last level feel rushed in comparison though the last boss is bad no matter what way you slice it;anger;quero dizer, é um bom nível nos seus próprios termos mas tudo antes de ser tão bem pensado e executado que fazer quebra-cabeças de espelho constantes e ainda por cima com uma batalha de chefe final de merda fez o último nível parecer apressado em comparação, embora o último chefe seja ruim não importa de que maneira você o corte;raiva
im happy to report that i didnt feel that angered urge to smack olivia today the way ive felt it before;anger;estou feliz em informar que não senti aquela vontade de bater na olivia hoje do jeito que senti antes;raiva
i feel that this leads to not many people caring who get s the real job as sin cara;love;eu sinto que isso leva a que muitas pessoas não se importem com quem consegue o verdadeiro trabalho como sin cara;amar
im feeling a bit frustrated with myself tonight;anger;estou me sentindo um pouco frustrado comigo mesmo esta noite;raiva
i was feeling pretty grumpy at this point but for whatever reason seeing this flower made me very happy;anger;eu estava me sentindo muito mal-humorado neste momento, mas por qualquer motivo, ver esta flor me deixou muito feliz;raiva
im feeling very uptight right now;fear;estou me sentindo muito tenso agora;medo
i still adhere to this to a certain extent i feel that there is a fine line;joy;ainda aderi a isso até certo ponto, sinto que há uma linha tênue;alegria
i always felt like i could do anything but now i feel so fearless;joy;eu sempre senti que poderia fazer qualquer coisa, mas agora eu me sinto tão destemido;alegria
i also know on certain days when im feeling crappy its only because i didnt bring enough cigarettes;sadness;eu também sei que em certos dias quando estou me sentindo péssimo é só porque eu não trouxe cigarros suficientes;tristeza
i was so scared of feeling stupid or unintelligent or why i felt like i wasnt smart enough;sadness;eu estava com tanto medo de me sentir estúpido ou sem inteligência ou porque eu sentia que não era inteligente o suficiente;tristeza
im starting to feel that im suffering from fatigue;sadness;estou começando a sentir que estou sofrendo de fadiga;tristeza
i have a creative group of friends i can go to when im feeling creative;joy;eu tenho um grupo criativo de amigos que posso ir quando estou me sentindo criativo;alegria
i am exceedingly lucky and i don t work this hard because i feel some sense of frustrated obligation that is resented;anger;sou extremamente sortudo e não trabalho tanto porque sinto algum sentimento de obrigação frustrada que é ressentida;raiva
i feel a strange connection to them a familiarity that most of the time i link to ancestral memory;surprise;sinto uma estranha ligação com eles uma familiaridade que na maioria das vezes associo à memória ancestral;surpresa
i might tackle a memoir but i feel i need to live longer before i qualify to have anything useful to say;joy;posso fazer um livro de memórias, mas sinto que preciso viver mais antes de me qualificar para ter algo útil a dizer;alegria
i hang my head down and feel even more embarrassed to complaint about such minor things in my life when others are having a hard time just surviving minute to minute of the day;sadness;eu abaixo minha cabeça e me sinto ainda mais envergonhado de reclamar de coisas tão pequenas na minha vida quando os outros estão tendo dificuldades apenas para sobreviver minuto a minuto do dia;tristeza
i said those who feel unhappy with the way uhuru has been running his government should wait for the elections;sadness;eu disse que aqueles que se sentem descontentes com a forma como o uhuru tem conduzido o seu governo devem esperar pelas eleições;tristeza
i am starting to feel brave enough and secure enough to put it into words;joy;estou começando a me sentir corajoso o suficiente e seguro o suficiente para colocar em palavras;alegria
i don t always feel smart sometimes i feel lazy and i want to be doing something else that feels easier;joy;nem sempre me sinto inteligente às vezes me sinto preguiçoso e quero fazer outra coisa que pareça mais fácil;alegria
i am going to miss running over and putting my hand on your belly to feel my sweet holli reese kick;love;vou sentir falta de correr e colocar a mão na sua barriga para sentir meu doce holli reese chutar;amar
im feeling a little grumpy today with the lame weather tease we got over the weekend;anger;Estou me sentindo um pouco mal-humorado hoje com a provocação do tempo ruim que recebemos no fim de semana;raiva
i could do was feel i felt thankful that her battle was over thankful that she was now in a place of serenity;joy;o que eu podia fazer era sentir-me grato por a batalha dela ter terminado, grato por ela estar agora num lugar de serenidade;alegria
i feel talented i feel amazing;joy;me sinto talentoso me sinto incrível;alegria
i feel so nervous about being around people being with someone;fear;eu me sinto tão nervoso por estar perto de pessoas estando com alguém;medo
i set off home feeling quite smug;joy;eu parti para casa me sentindo bastante presunçoso;alegria
i feel so selfish so self indulgent;anger;eu me sinto tão egoísta tão auto-indulgente;raiva
i feel pressured to talk to them;fear;me sinto pressionado a falar com eles;temer
i just wanted to apologize to you because i feel like a heartless bitch;anger;eu só queria me desculpar com você porque eu me sinto uma vadia sem coração;raiva
i feel so unimportant to you now its not even fucking funny;sadness;eu me sinto tão sem importância para você agora nem é engraçado;tristeza
i m filled with astonishment and feel amused about what this city has witnesed today;joy;estou cheio de espanto e me divirto com o que esta cidade testemunhou hoje;alegria
i was feeling stressed we were all like coiled springs and it wasnt going to end well;sadness;eu estava me sentindo estressado, éramos todos como molas enroladas e não ia acabar bem;tristeza
i think there are quality submissions out there but authors are conforming more to writing in genres they feel will get accepted by a publisher;joy;eu acho que existem submissões de qualidade por aí, mas os autores estão se adaptando mais a escrever em gêneros que eles acham que serão aceitos por uma editora;alegria
i feel like a whore and im ashamed of;sadness;me sinto uma puta e tenho vergonha;tristeza
i feel bedroom rockers and hardcore music buffs will like the smart traditional look and feel to these headphones;joy;eu sinto que os roqueiros de quarto e os fãs de música hardcore vão gostar da aparência tradicional e inteligente desses fones de ouvido;alegria
i have this kind of life so my girlfriend would feel very lonely for sure;sadness;eu tenho esse tipo de vida, então minha namorada se sentiria muito sozinha com certeza;tristeza
i have been in the advertising world for over years and left nyc years ago after working as a creative director at some of the best agencies in the world feeling discouraged demoralized and questioning everything that i thought i love in the world of creativity;sadness;estou no mundo da publicidade há mais de anos e saí de nyc anos atrás depois de trabalhar como diretor de criação em algumas das melhores agências do mundo me sentindo desanimado desmoralizado e questionando tudo o que eu achava que amo no mundo da criatividade;tristeza
i have every right to feel outraged that their legacy may be in danger;anger;eu tenho todo o direito de me sentir indignado que seu legado pode estar em perigo;raiva
i need to do after much prayer considering things like this but i still always feel a little reluctant to act but i do anyway;fear;eu preciso fazer depois de muita oração considerando coisas assim mas eu ainda me sinto um pouco relutante em agir mas eu faço assim mesmo;medo
i believe him when he says it was a mistake i feel hes being sincere but i want him to be sure as to what he wants from me;joy;acredito nele quando diz que foi um erro sinto que está a ser sincero mas quero que tenha a certeza do que quer de mim;alegria
i grabbed my shoes no socks too lazy and got on the car and the teacher greeted omg she is so nice i feel really bad;sadness;peguei meus sapatos sem meias com preguiça e entrei no carro e a professora cumprimentou omg ela é tão legal eu me sinto muito mal;tristeza
i feel like im supportive of my friends and their endeavors and i dont do that for the sole purpose of having it returned but i often find myself thinking why am i having to beg for support right now;love;sinto que apoio meus amigos e seus esforços e não faço isso com o único propósito de tê-lo de volta, mas muitas vezes me pego pensando por que estou tendo que implorar por apoio agora;amar
i can t fit in in beirut where i have the nagging feeling that i m in a heartless place;anger;eu não posso me encaixar em beirute onde tenho a sensação incômoda de que estou em um lugar sem coração;raiva
i must not be left to feel foolish lost unhappy and with distaste;sadness;não devo me sentir tolo perdido infeliz e com desgosto;tristeza
i went back to it because i was feeling so intensely crappy;sadness;eu voltei para ele porque eu estava me sentindo tão intensamente ruim;tristeza
i love tv wall mounts and feel that they are a handsome advance that not only looks great but saves a ton of plot if you are attracted in receiving one don t just put down roots with the first one that you see like most population do;joy;adoro suportes de parede de tv e sinto que são um belo avanço que não só fica óptimo como também poupa muito enredo se se sentir atraído por receber um não se limite ao primeiro que vê como a maioria da população faz;alegria
i think i would have been feeling less grumpy if i hadnt been up and down throughout the night or my lungs deciding that even though i wasnt that unwell it felt as though something was sitting on my chest and flattened me;anger;acho que me sentiria menos mal-humorado se não tivesse andado para cima e para baixo ao longo da noite ou os meus pulmões decidindo que apesar de não estar tão mal parecia que algo estava sentado no meu peito e me achatou;raiva
i sometimes feel so vulnerable and so lost;fear;às vezes me sinto tão vulnerável e tão perdido;temer
i feel amazed knowing that it had been even bigger;surprise;eu me sinto maravilhado sabendo que tinha sido ainda maior;surpresa
i pay godaddy for the privellege of having a domain i feel im also supporting their efforts to get this bill that i vehemently oppose shoved through;love;pago ao godaddy pelo privilégio de ter um domínio sinto que também estou a apoiar os seus esforços para que esta lei a que me oponho veementemente seja aprovada;amar
i feel ugly i look ugly;sadness;eu me sinto feia eu pareço feia;tristeza
im feeling funny a href http;surprise;estou me sentindo engraçado a href http;surpresa
i feel weird sharing that but this is the source of some of my greatest insecurities;surprise;eu me sinto estranho compartilhando isso, mas esta é a fonte de algumas das minhas maiores inseguranças;surpresa
ive not used elvive for years and i admit to feeling a bit naughty having strayed from an sls free formula;love;não uso elvive há anos e admito me sentir um pouco malcriado por ter me desviado de uma fórmula livre de sls;amar
i feel empty and dim if i miss that;sadness;eu me sinto vazio e fraco se eu perder isso;tristeza
i don t feel you all the time and you re not always on my mind but i ve got you from time to time and i know the divine yes i know the divine it all began at mount sinai;joy;eu não sinto você o tempo todo e você nem sempre está em minha mente mas eu tenho você de vez em quando e eu conheço o divino sim eu conheço o divino tudo começou no monte sinai;alegria
i always tell them to just wear what makes them look feel cute;joy;eu sempre digo a eles para usar apenas o que os faz parecer fofos;alegria
i feel have wronged me;anger;eu sinto ter me prejudicado;raiva
i watch this clip every time i feel a bit miserable and need a laugh;sadness;eu assisto esse clipe toda vez que me sinto um pouco miserável e preciso rir;tristeza
i am feeling emotionally and physically exhausted;sadness;estou me sentindo emocional e fisicamente exausto;tristeza
i feel that i am neither of those two types i should be a sheep type of boyfriend that kind of person who is gentle likes to take care of people and of course hopes to be taken care of many times as well;love;eu sinto que não sou nenhum desses dois tipos eu deveria ser um namorado tipo ovelha esse tipo de pessoa que é gentil gosta de cuidar das pessoas e claro que espera ser cuidado muitas vezes também;amar
i keep waiting for some grand stroke of wisdom and peace to overcome me but all i feel is irritable and bewildered;anger;eu continuo esperando por algum grande golpe de sabedoria e paz para me superar, mas tudo que eu sinto é irritado e confuso;raiva
i seriously feel uncomfortable;fear;eu me sinto seriamente desconfortável;temer
i feel threatened i feel fear;fear;sinto-me ameaçado sinto medo;medo
i enjoy exercising feeling and looking fantastic amd love having so much more energy;joy;eu gosto de me exercitar e ter uma aparência fantástica e adoro ter muito mais energia;alegria
i feel you see frantic and thus i am afraid;fear;eu sinto que você vê frenético e, portanto, estou com medo;medo
i always found there is undiscovered peaceful under the deeper water that make myself feel calm at same time when i be afraid at first sight i explored it;joy;sempre achei que há paz por descobrir debaixo das águas mais profundas que me fazem sentir calmo ao mesmo tempo que tenho medo à primeira vista explorei-o;alegria
i feel like ive been defeated;sadness;eu sinto que fui derrotado;tristeza
i am feeling mega pathetic and clingy todayyy;sadness;estou me sentindo mega patética e pegajosa hojeyy;tristeza
i would like a lazy immersed in my boring feeling i like the friends have a pleasant talk together and boring;joy;gostaria de um preguiçoso imerso no meu sentimento chato gosto que os amigos tenham uma conversa agradável juntos e chato;alegria
i feel that my child will be very handsome or beautiful a perfect harmony between my husband and i;joy;eu sinto que meu filho será muito bonito ou bonito uma harmonia perfeita entre meu marido e eu;alegria
i cant describe how im feeling without giving it away but in a way im feeling a bit heartbroken but definitely touched;sadness;eu não posso descrever como estou me sentindo sem entregar, mas de certa forma estou me sentindo um pouco com o coração partido, mas definitivamente tocado;tristeza
i t want t know f t habitual t feel frightened wh n initiation r career;fear;não quero saber se é habitual sentir medo quando inicia a carreira;medo
i feel like ive gone out of my way to be particularly considerate about not having inconsequential complaints so i dont illicit those feelings in others that i so ungraciously had before as well;love;sinto que me esforcei para ser particularmente atencioso para não ter queixas inconsequentes para que eu não ilicite nos outros esses sentimentos que eu tinha tão desagradavelmente antes também;amar
i couldn t see a future without the pain and i was feeling heartbroken i d gone from being a very happy and active mum doing lots of outdoor activities with my children;sadness;não conseguia ver um futuro sem a dor e estava com o coração partido por deixar de ser uma mãe muito feliz e activa a fazer muitas actividades ao ar livre com os meus filhos;tristeza
i feel about colors shades needing to match exactly so i am very thankful for all the time she put into making everything exactly to my liking;joy;eu sinto que os tons das cores precisam combinar exatamente, então estou muito grato por todo o tempo que ela dedicou para fazer tudo exatamente ao meu gosto;alegria
i feel a little less burdened;sadness;eu me sinto um pouco menos sobrecarregado;tristeza
i can run and it feels amazing;surprise;eu posso correr e é incrível;surpresa
i were any sort of poet i am convinced i would be sucked in to the romantic literary style and simply write for days about the turning of the leaves the feeling of the cool wind with the warm sun;joy;eu fosse qualquer tipo de poeta estou convencido de que seria sugado para o estilo literário romântico e simplesmente escreveria durante dias sobre o virar das folhas a sensação do vento fresco com o sol quente;alegria
i brought my bomber in that way but i don t feel like getting our little convoy of haulers through that as well;joy;eu trouxe meu bombardeiro dessa maneira, mas não estou com vontade de fazer nosso pequeno comboio de caminhões passar por isso também;alegria
i feel offended that youre offended way but in the oh crap there i go offending people again way;anger;eu me sinto ofendido que você está ofendido, mas na merda, lá vou eu ofender as pessoas de novo;raiva
i loved the feeling of providing for my little girl feeling like i could do something worthwhile and so natural as breastfeeding;joy;adorei a sensação de cuidar da minha filhinha sentindo que posso fazer algo que vale a pena e tão natural como amamentar;alegria
ive been slowly working on my london zine but havent been feeling super inspired;joy;Eu tenho trabalhado lentamente no meu zine de Londres, mas não tenho me sentido super inspirado;alegria
i wanted to root for someone to feel wronged and condemned on their behalf;anger;eu queria torcer para que alguém se sentisse injustiçado e condenado em seu nome;raiva
i started getting back on track health wise and i already feel relieved;joy;comecei a voltar aos trilhos com saúde e já me sinto aliviado;alegria
i remember amsterdam where the circumstances were difficult and i was feeling melancholy;sadness;eu me lembro de amsterdam onde as circunstâncias eram difíceis e eu estava me sentindo melancólico;tristeza
hearing about developments of sience in the west a lot better than china;sadness;ouvir sobre os desenvolvimentos da ciência no ocidente muito melhor do que na China;tristeza
i feel like thats a pretty petty thing to complain about;anger;eu sinto que isso é uma coisa muito mesquinha para reclamar;raiva
i write when im feeling in the mood to dont let the cute face and my shyness ever fool you im here;joy;eu escrevo quando estou com vontade de não deixar a carinha fofa e minha timidez te enganar estou aqui;alegria
i too still believe in feminism and i still believe in the saving power of rock music as bauer proclaims at the end of the article so why am i left feeling skeptical and unconvinced;fear;eu também ainda acredito no feminismo e ainda acredito no poder salvador da música rock como bauer proclama no final do artigo, então por que estou me sentindo cético e não convencido;medo
i cant help but feel suspicious of everything;fear;eu não posso deixar de suspeitar de tudo;medo
i feel even more beaten down without the encouragement and am afraid i might try to hide from the world in bed feeling like i ve already lost;sadness;sinto-me ainda mais abatido sem o encorajamento e tenho medo de tentar esconder-me do mundo na cama sentindo que já perdi;tristeza
i want to feel intelligent sexy cute funny;joy;eu quero me sentir inteligente sexy bonito engraçado;alegria
i don t know how to feel any other way about losing someone who feels like a member of my family than heartbroken;sadness;eu não sei como me sentir de outra forma ao perder alguém que se sente como um membro da minha família, além de ter o coração partido;tristeza
im not sure if it has something to do with venus being so close but i have been feeling so depressed;sadness;Não tenho certeza se tem algo a ver com Vênus estar tão perto, mas tenho me sentido tão deprimido;tristeza
i don t feel too troubled over work anymore getting used to the movement of the day;sadness;não me sinto muito incomodado com o trabalho mais me acostumando com o movimento do dia;tristeza
im inclined to believe that im simply too lazy to feel particularly greedy;anger;estou inclinado a acreditar que sou simplesmente muito preguiçoso para me sentir particularmente ganancioso;raiva
i only heard news that made me feel really delighted;joy;só ouvi notícias que me deixaram muito feliz;alegria
i feel greedy and selfish;anger;eu me sinto ganancioso e egoísta;raiva
i could follow every twitch of thought and swell of feeling quiver through his tortured expression;anger;eu poderia seguir cada contração de pensamento e inchaço de sentimento estremecer através de sua expressão torturada;raiva
i feel like i am the most creative and talented person ever okay well maybe not but i do feel pretty good about myself;joy;eu sinto que sou a pessoa mais criativa e talentosa de todos os tempos ok bem, talvez não, mas eu me sinto muito bem comigo mesmo;alegria
i feel too smugly virtuous about re using old textiles to feel bad about a few extra seams in a thing;joy;sinto-me presunçosamente virtuoso por ter que voltar a usar têxteis velhos para me sentir mal com algumas costuras extras numa coisa;alegria
one night;joy;uma noite;alegria
i always feel reassured after my appts;joy;eu sempre me sinto tranquilo depois dos meus aplicativos;alegria
i feel so glad that were chosen in the same batch;joy;eu me sinto tão feliz que foram escolhidos no mesmo lote;alegria
i am only confirming that i feel what acker felt or recognise at least that rich world she describes;joy;estou apenas confirmando que sinto o que a acker sentiu ou reconheço pelo menos aquele mundo rico que ela descreve;alegria
i feel remorseful when i act the drunken fool too;sadness;eu sinto remorso quando eu ajo o tolo bêbado também;tristeza
i think and how i feel and i m kind of proud that i have the guts to share this;joy;eu penso e como me sinto e estou meio orgulhoso por ter a coragem de compartilhar isso;alegria
i ask that before you dump millions of dollars into your party which you have rightfully earned perhaps consider that as the leader of the free world you should be feeling the crunch as well;joy;peço-lhe que antes de despejar milhões de dólares no seu partido que ganhou por direito talvez considere que como líder do mundo livre deveria estar a sentir a crise também;alegria
i feel delighted when i make good food;joy;eu me sinto feliz quando faço uma boa comida;alegria
i am now feeling much more positive about her agility future because i could actually see it is there shes due her second measure some time over the next months and i would so love her to measure into small;joy;estou agora a sentir-me muito mais positivo em relação ao seu futuro de agilidade porque pude realmente ver que é lá que ela está a receber a sua segunda medição nos próximos meses e eu adoraria que ela medisse em pequenas;alegria
i have here is that whilst in one turn ill want people to make me feel better but on the other i dont want to have to think about it at all;joy;o que tenho aqui é que enquanto por um lado eu quero que as pessoas me façam sentir melhor mas por outro eu não quero ter que pensar sobre isso;alegria
i was feeling benevolent and understanding because i said nothing;joy;eu estava me sentindo benevolente e compreensivo porque eu não disse nada;alegria
i remember feeling hair and being confused my kids dont have hair at birth but not having the presence of mind to really process what i was feeling;fear;lembro-me de sentir o cabelo e ficar confuso os meus filhos não têm cabelo à nascença mas não ter a presença de espírito para realmente processar o que estava a sentir;medo
i was really upset when he went away though i can understand how he must feel and i wont be greedy and pester him about it;anger;fiquei muito chateado quando ele foi embora embora eu possa entender como ele deve se sentir e eu não vou ser ganancioso e importuná-lo sobre isso;raiva
i completely feel sympathetic for my children that suffer mentally because life is just too over stimulating;love;eu me sinto completamente solidário com meus filhos que sofrem mentalmente porque a vida é muito estimulante;amar
i feel the isolation and despair of the rejected;sadness;sinto o isolamento e o desespero dos rejeitados;tristeza
i feel dirty srcurl http draftbloger;sadness;eu me sinto sujo srcurl http draftbloger;tristeza
i feel a divine calling to become an lsd chemist the pub shroomery message board link href smarty templates css www;joy;eu sinto um chamado divino para me tornar um químico lsd o pub shroomery message board link href smarty templates css www;alegria
i was feeling aching earlier this morning but not much now;sadness;eu estava sentindo dor mais cedo esta manhã, mas não muito agora;tristeza
i am just kind of left feeling insecure and uneasy in my own skin;fear;eu estou meio que me sentindo insegura e desconfortável na minha própria pele;medo
i hate feeling that a day got away from me and nothing not one thing productive got done;joy;eu odeio sentir que um dia ficou longe de mim e nada, nenhuma coisa produtiva foi feita;alegria
im feeling cranky im not going to lie;anger;estou me sentindo mal-humorada não vou mentir;raiva
im feeling paranoid already;fear;ja estou me sentindo paranoica;medo
i did feel bad for her because she did feel like she was getting pressured to get her cherry popped;sadness;eu me senti mal por ela porque ela sentiu que estava sendo pressionada para ter sua cereja estourada;tristeza
i always feel relaxed and happy there;joy;eu sempre me sinto relaxado e feliz lá;alegria
i would feel miserable but i believe this misery comes from me not placing my faith in the works of christ;sadness;eu me sentiria miserável, mas acredito que essa miséria vem de eu não colocar minha fé nas obras de cristo;tristeza
i can see a dramatic improvement in my skills on the dubied already and feel that with practice i could produce lovely work in the future;love;já posso ver uma melhoria dramática nas minhas habilidades no dublado e sinto que com a prática eu poderia produzir um belo trabalho no futuro;amar
im feeling quite positive at the moment;joy;estou me sentindo bastante positivo no momento;alegria
i read them it is the only point of my day where i feel like im actually an intelligent human being;joy;eu os leio é o único ponto do meu dia em que me sinto realmente um ser humano inteligente;alegria
i always get the feeling that im actually dampening my friends moods because theyre all so carefree and happy with their life while i dont show the same enthusiasm;joy;tenho sempre a sensação de que na verdade estou a diminuir o humor dos meus amigos porque eles são todos tão despreocupados e felizes com a sua vida enquanto eu não demonstro o mesmo entusiasmo;alegria
i feel so happy when i eat something that i know i started from seed and cared for along the way;joy;me sinto tão feliz quando como algo que sei que comecei da semente e cuidei ao longo do caminho;alegria
i read the sentinel article on hanford city councilman dan chins proposed media policy and the secret committee meetings my feelings could be summed up in a single word alarmed;fear;li o artigo sentinela sobre o vereador da cidade de hanford dan chins propôs a política de comunicação social e as reuniões do comité secreto os meus sentimentos podiam ser resumidos numa única palavra alarmado;medo
i feel like ive had a pretty productive lazy weekend all things considered;joy;eu sinto que tive um fim de semana preguiçoso bem produtivo considerando todas as coisas;alegria
id be feeling paranoid about going bald;fear;eu estou me sentindo paranoica sobre ficar careca;temer
i do feel offended and i think justly;anger;eu me sinto ofendido e penso com justiça;raiva
i feel like this because i start being naughty in order to validate my existance;love;eu me sinto assim porque começo a ser travesso para validar minha existência;amar
when i damaged my wristwatch which i liked very much;anger;quando eu danifiquei meu relógio de pulso que eu gostei muito;raiva
i have had things happen and allowed things to happen to me that have made me feel ugly disgusting and unworthy of being loved or even feeling like i matter in this world;sadness;eu tive coisas acontecendo e permiti que coisas acontecessem comigo que me fizeram sentir feio, nojento e indigno de ser amado ou até mesmo sentir que eu sou importante neste mundo;tristeza
i am left feeling unsure and confused;fear;eu estou me sentindo inseguro e confuso;medo
i know this is supposed to come across as funny but i can t help but feel sorry for the poor guy;sadness;eu sei que isso deveria parecer engraçado, mas eu não posso deixar de sentir pena do pobre rapaz;tristeza
i dont really care about just because i can and thats what feels rotten;sadness;eu realmente não me importo só porque eu posso e isso é o que parece podre;tristeza
i have studied logic and ethics and i know with certainty that the motivation of feeling superior is not an excuse for judgement finger pointing and its eventual consequence hatred and in this case homophobia;joy;estudei lógica e ética e sei com certeza que a motivação de se sentir superior não é desculpa para o julgamento apontando o dedo e sua eventual consequência ódio e neste caso homofobia;alegria
i took a little liberty here artistic license perhaps and went with a festive feeling for these as well;joy;eu tomei um pouco de liberdade aqui licença artística talvez e fui com um sentimento festivo para estes também;alegria
i feel listless and unable to imagine ever working again;sadness;sinto-me apático e incapaz de me imaginar trabalhando novamente;tristeza
